"ID","Symbol","MeanExpression","Metagene","Module","Chromosome","Description"
"Vitvi09g01282","Vitvi09g01282",2.13944111455834,"40 x 36","","9 ","Functions in the storage of nutritious substrates."
"Vitvi09g01297","Vitvi09g01297",2.49743133079244,"40 x 36","","9 ","Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP."
"Vitvi10g00774","Vitvi10g00774",2.75674456858479,"40 x 36","","10 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi11g00089","Vitvi11g00089",6.73293625459159,"40 x 36","","11 ","The cell membranes and intracellular regions in a plant are connected through plasmodesmata, and plants may be described as having two major compartments: the living symplast and the non-living apoplast. The apoplast is external to the plasma membrane and includes cell walls, intercellular spaces and the lumen of dead structures such as xylem vessels. Water and solutes pass freely through it."
"Vitvi11g00099","Vitvi11g00099",2.1202877159221,"40 x 36","","11 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi13g01788","",2.45180527348455,"40 x 36",""," ",""
"Vitvi14g00059","Vitvi14g00059",1.86589111719907,"40 x 36","","14 ","Catalysis of the hydrolysis of any ester bond."
"Vitvi14g00514","",1.38504762112154,"40 x 36",""," ",""
"Vitvi14g01240","Vitvi14g01240",4.02252664289568,"40 x 36","","14 ",""
"Vitvi15g01687","Vitvi15g01687",3.27611796314273,"40 x 36","","15 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi16g01325","Vitvi16g01325",1.37257982421507,"40 x 36","","16 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi17g00232","Vitvi17g00232",2.15982108038715,"40 x 36","","17 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi17g01511","Vitvi17g01511",3.68482425598419,"40 x 36","","17 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi17g00796","Vitvi17g00796",1.36932066450521,"40 x 36","","17 ",""
"Vitvi17g00977","Vitvi17g00977",1.67587101846214,"40 x 36","","17 ","Binding to a metal ion."
"Vitvi18g00274","Vitvi18g00274",2.70710555454421,"40 x 36","","18 ",""
"Vitvi18g00281","Vitvi18g00281",2.0555573050044,"40 x 36","","18 ",""
"Vitvi02g00721","Vitvi02g00721",0.72785833670088,"1 x 37","","2 ","The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"Vitvi02g01414","Vitvi02g01414",1.51353501945105,"1 x 37","","2 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi03g01169","Vitvi03g01169",4.81251366568046,"1 x 37","","3 ","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"Vitvi04g01550","Vitvi04g01550",3.88506845864245,"1 x 37","","4 ","The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."
"Vitvi06g00083","Vitvi06g00083",2.57949892107867,"1 x 37","","6 ","Binding to a protein."
"Vitvi06g00606","Vitvi06g00606",4.62340870840959,"1 x 37","","6 ","Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."
"Vitvi06g00827","Vitvi06g00827",3.70707200702368,"1 x 37","","6 ","Binding to the tail region of a myosin XI heavy chain."
"Vitvi08g01188","Vitvi08g01188",2.69516129156555,"1 x 37","","8 ","Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."
"Vitvi08g02352","Vitvi08g02352",3.13723683456576,"1 x 37","","8 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi08g02412","Vitvi08g02412",1.55564087273525,"1 x 37","","8 ","Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule."
"Vitvi08g00792","Vitvi08g00792",3.22584158057025,"1 x 37","","8 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi09g01273","Vitvi09g01273",3.56587207552632,"1 x 37","","9 ",""
"Vitvi12g00207","",1.74457672633739,"1 x 37",""," ",""
"Vitvi12g00655","Vitvi12g00655",3.05784110590743,"1 x 37","","12 ",""
"Vitvi12g02500","Vitvi12g02500",4.44496012681537,"1 x 37","","12 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi13g01755","Vitvi13g01755",1.47219089874827,"1 x 37","","14 ","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi14g00155","Vitvi14g00155",3.10152092725987,"1 x 37","","14 ","A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."
"Vitvi14g00562","Vitvi14g00562",3.16067356565882,"1 x 37","","14 ","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"Vitvi19g00164","Vitvi19g00164",2.70317591411622,"1 x 37","","19 ",""
"Vitvi19g00185","Vitvi19g00185",3.81606185730188,"1 x 37","","19 ","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"Vitvi19g00255","Vitvi19g00255",3.6372902475489,"1 x 37","","19 ",""
"Vitvi10g00219","Vitvi10g00219",2.27757421532923,"2 x 37","","10 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi03g01237","Vitvi03g01237",5.74243295312565,"2 x 37","","3 ","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"Vitvi06g00920","Vitvi06g00920",4.04633695262926,"2 x 37","","6 ","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"Vitvi08g01509","Vitvi08g01509",1.4145757213304,"2 x 37","","8 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi08g01943","Vitvi08g01943",3.98988429427138,"2 x 37","","8 ","Binding to a metal ion."
"Vitvi11g01132","Vitvi11g01132",3.88104364132509,"2 x 37","","11 ","Binding to a lipid."
"Vitvi14g00346","Vitvi14g00346",4.20978799445655,"2 x 37","","14 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi16g01861","Vitvi16g01861",3.96985763399955,"2 x 37","","16 ","Binding to a protein."
"Vitvi18g00776","Vitvi18g00776",4.3582744066589,"2 x 37","","18 ","Catalysis of the joining of two molecules, or two groups within a single molecule, using the energy from the hydrolysis of ATP, a similar triphosphate, or a pH gradient."
"Vitvi01g01015","Vitvi01g01015",4.41109080163805,"3 x 37","","1 ","Binding to a zinc ion (Zn)."
"Vitvi04g01571","Vitvi04g01571",3.30968212849062,"3 x 37","","4 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi05g01916","Vitvi05g01916",1.11221497864435,"3 x 37","","5 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi06g01139","Vitvi06g01139",2.36953335064277,"3 x 37","","6 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi08g01582","Vitvi08g01582",0.937325531012229,"3 x 37","","8 ","Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule."
"Vitvi08g01682","Vitvi08g01682",2.08052274662089,"3 x 37","","8 ","Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide."
"Vitvi14g01025","Vitvi14g01025",2.73701212677181,"3 x 37","","14 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi17g00206","Vitvi17g00206",3.90958503843861,"3 x 37","","17 ","The component of the chloroplast outer membrane consisting of the gene products having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi17g00909","Vitvi17g00909",0.893551129243961,"3 x 37","","17 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi17g00987","Vitvi17g00987",4.73820176484328,"3 x 37","","17 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi18g01025","Vitvi18g01025",2.9573817167226,"3 x 37","","18 ","Binding to a protein."
"Vitvi18g02073","",4.73409768940271,"3 x 37",""," ",""
"Vitvi01g00608","Vitvi01g00608",1.48086200738294,"4 x 37","","1 ","Binding to a protein."
"Vitvi03g00452","Vitvi03g00452",4.85349244469732,"4 x 37","","3 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi03g00327","Vitvi03g00327",6.93606465906266,"4 x 37","","3 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi04g01302","Vitvi04g01302",3.10756855864971,"4 x 37","","4 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi05g01409","Vitvi05g01409",3.84605358350597,"4 x 37","","5 ","Binding to a protein."
"Vitvi06g00464","Vitvi06g00464",2.80650141411757,"4 x 37","","6 ","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi09g00427","Vitvi09g00427",1.36624632404107,"4 x 37","","9 ","Any process that stops, prevents, or reduces the frequency, rate or extent of cytokinin signaling."
"Vitvi11g01491","",1.72663530425472,"4 x 37",""," ",""
"Vitvi13g00306","Vitvi13g00306",2.20231801042109,"4 x 37","","13 ",""
"Vitvi16g01309","Vitvi16g01309",4.05602700212036,"4 x 37","","16 ","The formation of a double membrane-bounded structure, the autophagosome, that occurs when a specialized membrane sac, called the isolation membrane, starts to enclose a portion of the cytoplasm."
"Vitvi18g00496","Vitvi18g00496",4.05451258011925,"4 x 37","","18 ","Binding to a protein."
"Vitvi07g01425","Vitvi07g01425",2.66720163457821,"5 x 37","","7 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi01g02056","Vitvi01g02056",5.113569508502,"5 x 37","","1 ","Binding to an iron (Fe) ion."
"Vitvi03g00469","Vitvi03g00469",3.3921939702999,"5 x 37","","3 ","Binding to a metal ion."
"Vitvi05g01485","Vitvi05g01485",2.52660721097677,"5 x 37","","5 ",""
"Vitvi07g00907","Vitvi07g00907",3.83456137456085,"5 x 37","","7 ","Any process that modulates the rate or extent of progression through the cell cycle."
"Vitvi09g00178","Vitvi09g00178",3.73156986793271,"5 x 37","","9 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi10g00511","Vitvi10g00511",0.780711368183385,"5 x 37","","10 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi11g00719","Vitvi11g00719",4.4256676245964,"5 x 37","","11 ","A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."
"Vitvi12g02130","Vitvi12g02130",3.62662701116629,"5 x 37","","12 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi15g01672","Vitvi15g01672",3.15548190497049,"5 x 37","","15 ",""
"Vitvi16g01550","Vitvi16g01550",3.03264389858277,"5 x 37","","16 ",""
"Vitvi16g01093","Vitvi16g01093",3.24068333417706,"5 x 37","","16 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi18g00533","Vitvi18g00533",4.01826121081658,"5 x 37","","18 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi18g01061","Vitvi18g01061",2.83880953959513,"5 x 37","","18 ","Binding to a protein."
"Vitvi19g00666","Vitvi19g00666",3.03354219891757,"5 x 37","","19 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi19g00931","Vitvi19g00931",3.40300864744423,"5 x 37","","19 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi08g01955","Vitvi08g01955",5.46935537521209,"6 x 37","","8 ","Binding to a calcium ion (Ca2+)."
"Vitvi10g00398","Vitvi10g00398",2.76064563912909,"6 x 37","","10 ","The chemical reactions and pathways resulting in the formation of phosphatidylinositol phosphate."
"Vitvi00g00421","",3.51774659452108,"6 x 37",""," ",""
"Vitvi04g02292","",3.51753620557922,"6 x 37",""," ",""
"Vitvi07g01330","Vitvi07g01330",3.20251874516637,"6 x 37","","7 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi02g01379","Vitvi02g01379",2.72884152133088,"6 x 37","","2 ",""
"Vitvi03g00200","Vitvi03g00200",4.52476131154774,"6 x 37","","3 ","Catalysis of the transfer of an acyl group to an oxygen atom on the acceptor molecule."
"Vitvi07g01748","Vitvi07g01748",3.54721242064879,"6 x 37","","7 ",""
"Vitvi07g02633","Vitvi07g02633",1.18604324138332,"6 x 37","","7 ",""
"Vitvi07g01608","Vitvi07g01608",1.41854106347582,"6 x 37","","7 ","Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a linear amide."
"Vitvi08g01560","Vitvi08g01560",4.81408788722922,"6 x 37","","8 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi08g01835","Vitvi08g01835",2.53875466794897,"6 x 37","","8 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi11g01326","Vitvi11g01326",3.36149131483401,"6 x 37","","11 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi12g02239","Vitvi12g02239",0.801864896219256,"6 x 37","","12 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi14g00441","Vitvi14g00441",3.84778508552695,"6 x 37","","14 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi18g01545","Vitvi18g01545",0.694516518036082,"6 x 37","","18 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi18g02802","Vitvi18g02802",1.62228045789278,"6 x 37","","18 ",""
"Vitvi18g01729","Vitvi18g01729",3.88584529365645,"6 x 37","","18 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi07g01231","Vitvi07g01231",2.20988752397762,"7 x 37","","7 ","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum (ER) tubular network. The ER tubular network is the ER part that that has membranes with high curvature in cross-section."
"Vitvi10g00159","Vitvi10g00159",2.84769813971362,"7 x 37","","10 ",""
"Vitvi01g00113","Vitvi01g00113",2.16146930131004,"7 x 37","","1 ","The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."
"Vitvi01g01986","Vitvi01g01986",3.31230323751753,"7 x 37","","1 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi02g00642","Vitvi02g00642",3.28146631347798,"7 x 37","","2 ","Binding to a metal ion."
"Vitvi03g00589","Vitvi03g00589",4.69595908730283,"7 x 37","","3 ",""
"Vitvi06g00059","Vitvi06g00059",3.63187576230395,"7 x 37","","6 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi06g00573","Vitvi06g00573",4.81085195494416,"7 x 37","","6 ","Catalysis of the reaction: N-acylsphingosine + H2O = a fatty acid + sphingosine."
"Vitvi06g01341","Vitvi06g01341",3.23927689521641,"7 x 37","","6 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi08g00047","Vitvi08g00047",3.98514906502991,"7 x 37","","8 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi11g00634","Vitvi11g00634",1.84420512511939,"7 x 37","","11 ","The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"Vitvi13g00030","Vitvi13g00030",1.53757194904957,"7 x 37","","13 ","Binding to a metal ion."
"Vitvi14g00241","",0.859092286268421,"7 x 37",""," ",""
"Vitvi16g00291","Vitvi16g00291",2.84430236212764,"7 x 37","","16 ","Binding to a magnesium (Mg) ion."
"Vitvi16g00150","Vitvi16g00150",3.3836474115448,"7 x 37","","16 ","The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."
"Vitvi16g01357","Vitvi16g01357",3.2500335455925,"7 x 37","","16 ","A transcription coregulator activity that activates or increases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coactivators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators. A fourth class of coactivator activity is the bridging of a DNA-binding transcription factor to the general (basal) transcription machinery. The Mediator complex, which bridges sequence-specific DNA binding transcription factors and RNA polymerase, is also a transcription coactivator."
"Vitvi18g02782","",2.23990865763686,"7 x 37",""," ",""
"Vitvi00g00292","",1.29533896341755,"8 x 37",""," ",""
"Vitvi09g02097","",1.29504132627055,"8 x 37",""," ",""
"Vitvi05g00087","Vitvi05g00087",1.69927132829675,"8 x 37","","5 ","Binding to a protein."
"Vitvi07g00545","Vitvi07g00545",3.55485792581811,"8 x 37","","7 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi07g00668","Vitvi07g00668",0.824990150756746,"8 x 37","","7 ","A protein complex composed of the Fanconi anaemia (FA) proteins including A, C, E, G and F (FANCA-F). Functions in the activation of the downstream protein FANCD2 by monoubiquitylation, and is essential for protection against chromosome breakage."
"Vitvi07g00280","Vitvi07g00280",3.41663662865439,"8 x 37","","7 ","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"Vitvi07g02014","Vitvi07g02014",2.60298327228754,"8 x 37","","7 ","The directed movement of substances to, from or across the peroxisomal membrane."
"Vitvi08g00874","Vitvi08g00874",4.62951827311479,"8 x 37","","8 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi10g01781","Vitvi10g01781",3.02375211305104,"8 x 37","","10 ","Binding to GTP, guanosine triphosphate."
"Vitvi11g00161","Vitvi11g00161",0.675576086152633,"8 x 37","","11 ","Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."
"Vitvi11g01209","Vitvi11g01209",3.21546054731568,"8 x 37","","11 ","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi12g01665","Vitvi12g01665",4.11065315304999,"8 x 37","","12 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi13g00538","Vitvi13g00538",1.96726540858433,"8 x 37","","13 ","Binding to a microtubule, a filament composed of tubulin monomers."
"Vitvi14g00345","Vitvi14g00345",3.5834832434736,"8 x 37","","14 ","The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."
"Vitvi15g01472","Vitvi15g01472",3.1751013822161,"8 x 37","","15 ","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"Vitvi15g00976","Vitvi15g00976",4.21945679236807,"8 x 37","","15 ","Binding to a protein."
"Vitvi15g00990","Vitvi15g00990",4.9299346212659,"8 x 37","","15 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi18g02249","Vitvi18g02249",3.05440490027889,"8 x 37","","18 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi19g00590","Vitvi19g00590",3.73239545519281,"8 x 37","","19 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi01g01523","Vitvi01g01523",3.01161427257274,"9 x 37","","1 ","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."
"Vitvi04g01367","Vitvi04g01367",4.7440255076943,"9 x 37","","4 ","Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."
"Vitvi04g01689","Vitvi04g01689",2.57582682446004,"9 x 37","","4 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi05g00611","Vitvi05g00611",3.07847651697738,"9 x 37","","5 ","Binding to GTP, guanosine triphosphate."
"Vitvi05g01389","Vitvi05g01389",1.76973409717837,"9 x 37","","5 ","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"Vitvi06g01589","",4.01397576100981,"9 x 37",""," ",""
"Vitvi09g01381","Vitvi09g01381",5.09879033083282,"9 x 37","","9 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi10g00093","Vitvi10g00093",1.34421470993411,"9 x 37","","10 ",""
"Vitvi12g02382","Vitvi12g02382",1.78722908602139,"9 x 37","","12 ","Catalysis of the hydrolysis of any ester bond."
"Vitvi13g00214","Vitvi13g00214",5.21138242710314,"9 x 37","","13 ","Binding to a zinc ion (Zn)."
"Vitvi15g00581","Vitvi15g00581",3.12613924790834,"9 x 37","","15 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi16g01051","Vitvi16g01051",4.51595435864078,"9 x 37","","16 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi17g00765","Vitvi17g00765",3.72816324885891,"9 x 37","","17 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi04g02199","Vitvi04g02199",2.75332125844684,"10 x 37","","4 ",""
"Vitvi08g00872","Vitvi08g00872",3.79211439162016,"10 x 37","","8 ",""
"Vitvi11g00903","Vitvi11g00903",4.45293266820263,"10 x 37","","11 ","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"Vitvi15g01233","Vitvi15g01233",2.41001205335518,"10 x 37","","15 ",""
"Vitvi17g00482","Vitvi17g00482",3.00863652833132,"10 x 37","","17 ","Any process involved in forming the mature 3' end of an mRNA molecule."
"Vitvi07g02612","",4.0548898609268,"11 x 37",""," ",""
"Vitvi02g00123","Vitvi02g00123",4.16484519863967,"12 x 37","","2 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi03g00078","Vitvi03g00078",2.34747289839648,"12 x 37","","3 ",""
"Vitvi08g00850","Vitvi08g00850",4.0559417288041,"12 x 37","","8 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi10g01557","Vitvi10g01557",2.83825771841949,"12 x 37","","10 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi10g00455","Vitvi10g00455",2.72278386559223,"13 x 37","","10 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi07g00463","Vitvi07g00463",2.37909867376291,"13 x 37","","7 ","Binding to a protein."
